A1BG	0.24720283306287	3.99612572006478	1.45385846027326	3.9608211362936	2.47232795103851
A2M	10.719943336424	11.5660768389585	9.08730948545963	9.30653073031284	9.94434826744975
A2ML1	1.93812691402308	2.14531381660816	0.582613947649489	2.50214740019559	0.255748727362735
A4GALT	7.77743334006672	5.44798893575088	5.5432435736014	5.82095833696415	6.95411852366213
A4GNT	1.93812691402308	1.4339142912265	3.24922048306168	0.0962081916027555	1.56826738335766
AAAS	7.2579320492167	7.47514097499582	6.92388865202017	7.89770631553496	7.51203455801634
AACS	6.38384702502719	8.20827194998459	6.490064268083	6.75408377392019	6.7544635156648
AADAC	1.31792478442649	0.0393833625318151	0.582613947649489	1.37667643493811	0.255748727362735
AADACL2	1.93812691402308	0.0393833625318151	0.0734257747312922	0.0962081916027555	0.255748727362735
AADACL4	0.24720283306287	0.0393833625318151	0.0734257747312922	0.0962081916027555	0.255748727362735
AADAT	6.07806123997169	6.31906319455977	7.2985774511656	5.68816900446819	5.17174797539085
AAK1	8.25834245429297	8.70352642349206	8.0558206099506	7.99241840053606	8.0005800117853
AAMP	7.37572202093129	7.6889186119835	7.57403553583553	8.35914084738426	7.5812791732425
AANAT	1.93812691402308	2.14531381660816	1.09260281918778	2.08478918958042	2.10239949156046
AARS	8.04256517609323	9.24529657717011	8.85443651849608	8.72440786964843	8.27472111168013
AARS2	6.43300077356225	7.1951858757235	7.38744051936303	7.18632611577098	6.4989672339975
AARSD1	5.65629223235402	5.54742492001032	5.7394722420523	6.37894484807893	4.71354207498501
AASDH	5.73491936358304	5.99762083831461	6.28441010597621	6.33201787522903	6.09596724507387
AASDHPPT	6.43300077356225	7.129002680491	7.05210407063944	6.93003486058655	7.02212551453474
AASS	6.94280737549555	6.6109877235118	6.78932124042502	4.42154756168185	5.25728912492897
AATK	4.82876409872745	5.1294482544556	5.04173432294616	4.98574356722969	4.80216658257265
ABAT	3.66838574711102	4.01108043443197	4.780841534924	3.92589414178151	4.27094414687179
ABCA1	7.12812208040927	8.80562697448061	7.06358051134388	7.79145116384656	7.29968168822073
ABCA10	3.165994652377	4.01108043443197	3.61754788996624	4.12925506509056	2.75411939982534
ABCA12	3.81371340332336	3.34849927391006	5.65723139740374	2.58769276932863	2.75411939982534
ABCA13	6.31930039560653	6.07484123678973	1.69325452582231	3.38736129908014	3.81983692316178
ABCA2	7.26736137337481	7.91683661174935	6.81530292175821	7.92982368970737	7.45819840039972
ABCA3	4.92637895520601	7.76393933070719	5.44872290008735	7.6432716123583	5.40514460768896
ABCA4	3.40611342913934	6.54676781081563	4.16108161143443	3.8871884373055	3.58425719308121
ABCA5	7.07381263145406	7.04889745815519	6.81336147234757	6.90352844691944	5.46787344099541
ABCA6	3.88396077739225	3.31929621936577	3.61754788996624	3.12959208725693	3.94121735587239
ABCA7	5.787569545637	6.41973329735399	5.99748832322106	7.22742353971605	6.88397719648944
ABCA8	4.05354156552477	2.03781520977654	3.83156461298981	3.16713249283668	4.15192102157448
ABCA9	3.0300624664462	3.0896631801623	2.35663100040467	2.89244638662826	3.35398945030041
ABCB1	4.24768830820856	4.73199034531247	6.51276926570253	4.38232659490536	4.29944744589765
ABCB10	6.57148098383626	6.58395051398366	5.92550081283875	6.32833308832563	5.08728003767713
ABCB11	0.24720283306287	0.0393833625318151	2.35663100040467	1.60074390645163	0.255748727362735
ABCB4	7.22885956977854	6.67178410006808	6.89497077445117	5.56378367966401	5.00264685573049
ABCB5	2.86174621340471	3.82049487563929	3.35767138144999	1.78875160900549	2.31823722421033
ABCB6	5.55657605547828	6.67912454692605	6.24738743443016	7.04436784502832	4.49635786714253
ABCB7	6.87608341057746	6.53228698026368	7.43048754914849	6.76068336089647	6.88397719648944
ABCB8	6.84492162877336	6.87669474209568	7.05422368659563	6.29587005585907	7.61980608723104
ABCB9	5.96838637052117	5.31991316036427	5.63159428248862	6.68631375513527	5.94480567548845
ABCC1	7.84851127174993	8.04739643572452	7.28020102488409	7.83406015308358	7.62632167945177
ABCC10	7.09938718198421	7.28145532676437	7.05532699868653	7.16655395709486	7.12207502476248
ABCC11	1.93812691402308	2.80745535964278	2.24737619485741	2.94093207729578	2.31823722421033
ABCC12	0.24720283306287	1.90705482342449	1.09260281918778	0.0962081916027555	0.255748727362735
ABCC2	4.78732017263092	3.76839855870052	3.04922694755383	2.08478918958042	1.19168448670943
ABCC3	5.48309373885487	5.81980142164995	5.92136689029601	5.49306380820815	6.20314872778523
ABCC4	4.78732017263092	7.17940584116865	4.23283593875501	7.24449777368775	5.81409267206049
ABCC5	6.59886933660906	7.62192003366027	7.05014097972259	6.9482838923706	6.67766619169097
ABCC6	3.74160420488218	4.544868395888	5.78049288853954	4.57841029578268	2.10239949156046
ABCC8	0.24720283306287	2.03781520977654	1.45385846027326	0.0962081916027555	1.85215586646321
ABCC9	6.730063785112	6.17259865066957	6.3622738941955	6.02132836601741	6.8159656750334
ABCD1	6.79073494301049	7.31225720972638	7.91867854325947	7.59075036268477	7.11083850447061
ABCD2	5.47371023781022	3.78459152290606	3.90150820912483	4.48682092594697	2.87783371827778
ABCD3	7.33018742011968	7.53459924277817	7.60675298441882	7.40984632324831	6.83711140784933
ABCD4	7.37217496291878	7.21930002150427	7.04208666320282	6.98722686796409	6.8960360902088
ABCE1	8.00296936201519	7.8401485473506	8.36956672404138	7.85594482297149	7.85158060760185
ABCF1	8.66121975449387	7.7831808826575	8.9748851447605	8.86601005260012	8.17605405484628
ABCF2	7.22370362929897	7.66960014497369	8.10515849601423	6.92286817140544	7.8868694852211
